name,matric_no,department,level,attendance,study_hours,ca1,ca2,assignment_score,num_courses,exam_score,gpa_sem1,gpa_sem2,cgpa,avg_course_score,at_risk
Sola Adeyemi,2018009742,Business Education,400,66.88951450827167,5.0,90.71121283508269,91.28773311690654,40.68830936889945,8,49.1209578507864,3.23,3.56,3.39,64.19,0
Kemi Sanni,2020004705,Political Science,400,69.43346830186238,1.0,79.54907260810134,49.88359173685608,78.12737545769103,8,,3.47,3.54,3.46,68.28,0
Ade Eze,2019002380,Computer Science,200,69.8769208825108,4.0,88.10134254113197,85.14549954472109,33.31607547106429,7,91.1091050781195,3.76,3.84,3.81,77.76,0
Sola Eze,2023004678,Early Childhood Education,200,63.246600505349875,3.0,98.31282782575275,56.7948213946179,50.061563543966926,7,77.53360894015952,3.73,3.79,3.82,72.05,0
Ngozi Okeke,2018008560,English Language,100,43.56406413798439,5.0,88.95082588618104,98.59849779231108,39.78513133289077,5,36.32856549303283,2.83,3.1,3.17,60.0,1
Ade Eze,2019002958,Political Science,400,43.16815043645484,6.0,96.0367645894497,91.84708854965953,60.875420073209895,5,,4.04,4.21,4.22,78.34,1
Yusuf Olawale,2022009541,Computer Science,300,96.89623152996941,5.0,38.885467975364385,51.09242503638308,59.00476403960529,9,45.52165913459693,2.58,2.17,2.47,48.01,0
Ngozi Ajayi,2022006294,Physics,200,66.33199937311278,2.0,85.7051995616879,83.91351794764986,66.53135042821992,6,81.3811591852106,4.02,3.95,4.29,79.78,0
Ade Balogun,2021006413,Physics,400,96.95835911883728,4.0,68.19729858567334,53.57995806832881,49.574543037177115,8,87.9208596756123,3.45,3.4,3.48,69.44,0
Ngozi Nwosu,2024003853,Economics,300,,7.0,68.04469165559024,72.44539881508746,32.243051256472405,8,71.54193908129812,3.22,2.86,3.09,63.16,1
Aisha Adeyemi,2024009283,Yoruba Education,400,71.03707588259567,1.0,92.92451034243595,76.09365378753043,73.00702745746301,6,71.39538268261968,3.42,4.01,3.78,76.96,0
Yusuf Sanni,2018001324,Physics,400,48.50162146785005,3.0,98.02626730526978,88.07167863599935,56.16026020176459,6,53.70140102475698,3.54,3.46,3.4,69.93,1
Sola Nwosu,2024003687,Economics,100,51.4569993982291,9.0,79.33868261302267,31.711558861741043,75.59344991180325,8,61.23750148129166,3.07,3.2,3.09,61.82,0
Ibrahim Ogunleye,2022004765,Chemistry,200,36.95354761947662,1.0,63.80568726302487,45.411052380660976,37.60668795629879,5,90.48758476707418,3.27,3.63,3.4,65.56,1
Yusuf Balogun,2022005295,Early Childhood Education,300,42.731965198113734,,61.94827005312918,79.8342467412005,30.964414870583525,7,80.63242316770095,3.45,3.29,3.43,66.8,1
Ibrahim Nwosu,2018005266,Guidance and Counselling,400,94.59514649589772,3.0,57.043902005622726,69.44662658786761,47.38059735197049,9,66.38275617870902,3.06,3.0,3.01,61.33,0
Kemi Eze,2022002331,Geography,100,,2.0,55.311932070086385,64.69235547408002,61.95831260958366,8,55.77626703738596,2.76,2.95,2.87,58.7,0
Yusuf Adeyemi,2023003030,Guidance and Counselling,200,,5.0,57.4054789179102,33.86469696955863,57.585038191792705,8,33.5265816801988,2.14,2.31,2.33,43.18,1
Ngozi Sanni,2022001857,Educational Management,300,65.22591857930274,6.0,36.28272646758367,54.37931184230193,86.72117886914265,5,40.01051809284696,2.58,2.49,2.62,51.48,0
Chioma Sanni,2018006151,Geography,400,61.02933094094309,2.0,35.42052596823068,90.55701623374539,56.44863509349768,5,43.511763267755946,2.71,2.6,2.64,53.89,0
Tunde Nwosu,2021004157,Physics,100,69.57259593749443,1.0,84.59088907106182,32.162498592522255,67.13088257221553,6,56.13684802810723,2.99,3.12,2.99,59.23,0
Kemi Okeke,2024006091,Political Science,300,47.1705313999972,2.0,61.22510250441583,57.75053647553685,71.54609147095346,6,96.09005529533923,3.98,3.88,4.05,76.54,1
Ade Adeyemi,2023006306,Geography,200,99.25925340377248,7.0,95.14791419812343,96.16038013695409,31.52819741520681,5,65.3607376401124,3.37,3.23,3.38,70.71,0
Yusuf Abdullahi,2018007317,Geography,100,88.1900114657511,9.0,,33.56165141815102,66.05933637923323,9,46.438811428146174,2.68,2.47,2.41,53.07,0
Ibrahim Abdullahi,2024005922,Economics,300,83.2049511275485,2.0,32.46231875290938,82.47940257312457,54.13818815791865,5,,2.63,2.66,2.62,48.78,0
Emeka Okeke,2024006830,Political Science,200,65.4693543059069,4.0,41.026633892223565,48.032883132742555,59.489608937827825,8,53.68138672220748,2.3,2.62,2.48,51.18,0
Kemi Adeyemi,2019006283,Economics,300,44.937012938211836,4.0,44.40738551091053,90.66261825075708,37.02011789466752,7,87.10114448857398,3.49,3.35,3.5,69.26,1
Sola Olawale,2023006871,Physics,200,94.84328078778191,4.0,98.30152170727624,82.22475852715556,84.79743959540517,8,56.83399553873555,3.7,3.76,3.82,75.8,0
Aisha Adeyemi,2020006549,Early Childhood Education,400,57.1901593798123,3.0,45.309295830614445,91.9993619600854,95.96829755659658,6,84.07540642156894,3.96,4.02,4.02,80.29,0
Ngozi Eze,2022003845,Computer Science,100,38.25693483030069,1.0,66.1028973401636,45.11473533018862,31.558817444072,6,86.18934832888152,3.02,3.26,3.2,63.03,1
Sola Eze,2021003216,Chemistry,400,57.25623899269087,6.0,95.53238521481373,67.19049283730234,72.09609339679434,8,37.75745387890929,3.08,2.9,3.0,62.07,0
Emeka Olawale,2023008086,Educational Management,100,86.63970698223248,4.0,98.40349109400502,84.54889605023605,83.46908471018506,6,72.60618268387486,4.39,3.99,4.12,82.33,0
Yusuf Sanni,2024004083,Computer Science,300,75.47606842423353,,46.54523047684812,47.198982009648674,49.93653120549226,8,97.13672443597775,3.19,3.42,3.28,67.59,0
Emeka Olawale,2023005941,Political Science,200,83.80450800841588,3.0,,46.15224136870519,85.12889094042518,5,58.149665243248776,2.63,2.8,2.72,56.2,0
Emeka Nwosu,2024002772,English Language,200,86.58629995105454,10.0,40.752128277643095,31.90274934483095,74.26485355364109,5,33.56608623021156,1.95,2.23,2.08,42.81,1
Ngozi Ajayi,2024004882,Physics,100,48.77704972023527,7.0,34.43299350917907,97.09607057828167,95.0413842589749,8,94.6311883180515,4.42,3.97,4.01,83.17,1
Emeka Sanni,2018005766,Yoruba Education,300,95.0459155460567,5.0,43.65869687646355,79.70118160382364,98.6703367947641,8,,3.99,4.11,4.01,81.15,0
Chioma Eze,2019006633,History,100,63.46932418982422,3.0,69.79988002926149,74.48922478071293,32.96422797990934,5,66.54990130463013,3.1,3.27,3.19,62.07,0
Chioma Adeyemi,2023005736,Computer Science,300,76.5358872021707,9.0,93.87141574069493,82.07963058864937,61.145643271890435,9,68.65771842408068,3.68,3.82,3.72,74.88,0
Kemi Olawale,2022004245,Guidance and Counselling,300,35.15007021813823,9.0,67.6053218586038,67.21290430868075,68.28914513047528,5,44.82187719432874,2.79,2.95,2.84,58.55,1
Kemi Okeke,2018009654,History,400,99.56895239672657,1.0,73.81926896893566,63.32936747632873,40.27202632453567,9,87.3615528881246,3.49,3.51,3.55,70.43,0
Ibrahim Nwosu,2018005614,Physics,300,53.25826508767008,10.0,44.13070761266788,61.46725687864646,53.54000812991532,8,64.90200268744886,3.26,2.76,2.9,57.79,0
Emeka Abdullahi,2021008273,Geography,200,39.03410192511009,7.0,86.04085344716951,74.83074484725489,99.13532134295232,9,32.37144565997895,3.46,3.24,3.18,64.95,1
Ibrahim Sanni,2022007629,English Language,300,64.78703269987341,1.0,73.24522359539083,44.10744827746682,31.136131943973,9,77.81104695142984,2.91,3.23,3.04,60.82,0
Emeka Nwosu,2019006024,Guidance and Counselling,400,43.386953716832714,8.0,90.48957804349074,92.16410865104088,61.67555520670689,6,96.53473888618943,4.47,4.36,4.49,87.48,1
Aisha Abdullahi,2019008976,Early Childhood Education,200,44.90123616024242,2.0,96.41901749040488,86.82266598534855,88.98582352027373,8,88.04053432420253,4.36,4.35,4.52,89.66,1
Sola Balogun,2018002154,Educational Management,100,76.09838284696366,1.0,54.35305430296146,54.46945280164237,52.67308839035019,6,,2.34,2.53,2.51,52.06,0
Sola Ajayi,2021009288,Guidance and Counselling,400,60.54028045206516,2.0,36.340534097480756,70.5026507768767,63.58589519286073,7,33.73275594533384,2.53,2.41,2.32,47.58,0
Sola Balogun,2018008651,Computer Science,100,94.92040926007468,5.0,45.81502705417478,39.87191099650102,98.4632022051586,6,95.82459887767264,3.93,3.7,3.79,75.16,0
Kemi Olawale,2022005532,Computer Science,300,55.74517214952455,7.0,60.6489095973086,98.06423735535186,63.24137855329927,7,95.5943907415791,4.29,4.2,4.27,82.63,0
Yusuf Abdullahi,2021007599,English Language,100,82.20170834495357,5.0,96.19855562771313,93.20248813411985,39.16449185025493,9,67.26907237990085,3.56,3.71,3.65,72.62,0
Sola Adeyemi,2021005681,Political Science,100,64.97146296006899,2.0,56.48168756613907,94.53282545494403,33.62050441664737,7,74.96221881700745,3.32,3.48,3.45,66.91,0
Chioma Olawale,2022003418,History,400,77.89683457340311,2.0,83.9541249565759,53.25141333924161,96.1791600707964,5,62.38200424975658,3.69,3.8,3.65,71.63,0
Sola Okeke,2021008198,Economics,100,73.98019818653938,9.0,67.83336845195285,41.8394295167999,48.6066589292546,6,59.383575696913105,2.83,2.92,2.88,55.41,0
Tunde Okeke,2023003213,Geography,300,65.73095822933487,10.0,42.796613930168355,44.824051442641725,65.28447345951857,8,38.36139051500903,2.24,2.16,2.24,45.93,0
Yusuf Olawale,2023003829,Political Science,300,96.75397115058841,8.0,,36.30009737315629,36.3491236262978,7,36.77270288527672,1.74,1.85,1.88,39.73,1
Tunde Adeyemi,2024005673,Early Childhood Education,100,57.276386779072126,2.0,,38.4077441070969,59.65585843854235,7,46.291250267333126,2.68,2.65,2.59,53.27,0
Tunde Ogunleye,2023008535,Biology,100,46.520307581202715,9.0,77.09973762794255,34.99131739293918,95.10738634750868,7,88.5648522484581,4.01,3.78,3.86,76.87,1
Aisha Abdullahi,2021004454,Guidance and Counselling,400,79.07611395718884,7.0,60.43318227663323,99.28761484434115,65.16890955416568,6,40.2082610514976,2.87,2.88,2.61,61.06,0
Ibrahim Olawale,2021005446,Business Education,300,89.99049148501408,6.0,46.005192186348026,35.18403783583515,97.97946062616295,7,45.86890563402975,2.8,2.64,2.66,54.18,0
Chioma Okeke,2019001374,English Language,100,37.61649309609504,2.0,80.53347456588735,,48.11849460661797,8,68.40298415255452,3.1,2.98,2.98,60.95,1
Ibrahim Ajayi,2022002042,Economics,400,64.22612474747424,10.0,41.82111291289003,87.90782169135156,65.3181667792756,9,45.05918526547921,2.96,2.75,2.76,57.03,0
Yusuf Abdullahi,2018001503,Chemistry,200,93.01169982967622,5.0,95.56687843055886,,90.16715542665277,8,41.4244679302451,3.52,3.34,3.45,67.84,0
Kemi Ogunleye,2024001648,Biology,100,83.72521022998639,1.0,43.15325053255337,84.20920431985326,61.377664818762064,9,69.43213691885737,3.17,3.45,3.31,65.52,0
Kemi Sanni,2023008815,Business Education,400,99.46750157234584,3.0,37.51186539827643,74.16384054408584,49.564116149913275,9,55.76652896976309,2.49,2.76,2.4,54.55,0
Yusuf Ajayi,2018008577,Early Childhood Education,100,69.54189775382085,5.0,64.83533916557651,91.75225492302636,89.88327543925172,5,73.83115000883285,3.86,4.31,4.11,78.83,0
Emeka Balogun,2023008396,Political Science,300,77.89972172207483,1.0,66.36847186767858,74.69272694353184,57.29226282108263,6,93.85437382860735,3.99,3.89,3.85,77.21,0
Tunde Olawale,2018001500,Mathematics,400,54.66121827396533,4.0,65.57350403447714,66.54875650322056,67.15063037421638,6,40.569519200454735,2.72,2.76,2.79,56.08,0
Aisha Eze,2023001698,Guidance and Counselling,300,96.5898139782895,5.0,60.56672425371876,79.89247856329098,98.3568946490602,5,93.94035618691447,4.16,4.27,4.09,85.34,0
Sola Eze,2018003525,Chemistry,300,58.81180675617486,10.0,99.63704249807259,61.31749262544766,43.053830632910476,5,93.17429771960431,3.63,3.94,3.79,78.07,0
Tunde Adeyemi,2021006087,Guidance and Counselling,200,83.00319632463086,1.0,64.03964288694073,54.22446760333143,51.098044570412995,8,88.0361308335132,3.72,3.52,3.59,69.09,0
Kemi Sanni,2022004006,Economics,100,61.204113267740325,6.0,63.45626065178817,62.73567167151487,32.1748720048888,6,74.19001421142596,3.19,3.38,3.32,61.35,0
Tunde Adeyemi,2023005387,English Language,300,71.51823045409495,10.0,59.52362439001929,41.87998735689925,57.42863969370369,5,73.41026602258832,3.17,2.93,3.06,61.13,0
Tunde Sanni,2020002556,Guidance and Counselling,400,81.7858647764005,9.0,34.677802829102404,85.7600210861884,44.01284014094017,6,74.74488619555511,3.28,3.27,3.25,62.79,0
Aisha Eze,2024007576,English Language,100,68.08071986383803,10.0,71.50696418047312,48.249264693516125,77.6024454785524,6,78.33468858524692,3.63,3.57,3.45,70.81,0
Tunde Olawale,2023003824,Political Science,400,93.96061124911805,2.0,45.95774405562277,40.74720824359332,42.69250211360966,5,31.15375404173099,1.88,1.68,1.63,38.34,1
Sola Balogun,2019001598,Business Education,200,62.25456421530767,9.0,74.63262861603349,47.244656924825875,77.23689266841089,5,97.06648054124548,3.91,4.05,3.92,78.65,0
Ngozi Olawale,2022007683,Yoruba Education,300,77.05966687931613,10.0,33.5583423363934,88.94491062405677,48.44327997325224,8,70.99226330259059,3.07,3.32,3.19,62.59,0
Kemi Ajayi,2023009124,Educational Management,100,57.25355816450352,4.0,98.69709708771012,53.1140906918412,54.865248388483984,9,84.70260875816952,4.16,3.63,3.83,75.22,0
Aisha Abdullahi,2020001132,Biology,300,61.53018343501584,5.0,62.830355530887054,78.02349086541301,54.420245643247824,7,56.40972873429542,3.16,3.08,3.18,61.62,0
Ngozi Adeyemi,2023004929,Geography,100,63.6032570351809,6.0,92.77287601134888,89.94867414590175,80.17262251145266,8,30.867804974105717,3.18,2.99,3.05,64.93,0
Yusuf Nwosu,2024008443,English Language,200,43.17745619029854,5.0,63.28928212630544,35.44212668475295,62.65564841968401,9,65.68142619135108,3.0,2.74,2.77,58.55,1
Ade Abdullahi,2023007354,Business Education,300,40.962039138835436,3.0,34.223157300195524,83.551708362463,55.290922919687816,9,65.50330835211503,2.89,3.2,3.02,60.81,1
Chioma Nwosu,2023008708,Mathematics,100,78.38684500453927,10.0,87.5549482265665,51.5365826465321,89.6835903327615,5,60.589250181801624,3.73,3.43,3.6,69.99,0
Chioma Olawale,2022004736,Chemistry,200,77.6086529922984,10.0,75.3728610766994,45.16356549288299,,9,,2.88,2.82,2.88,59.63,0
Yusuf Balogun,2019004349,Business Education,300,78.0891314236562,4.0,84.72299333017617,78.22310167170805,44.96815748945984,5,47.48782614668055,3.1,3.06,3.27,60.58,0
Ade Ajayi,2023007381,Mathematics,100,36.28481894727496,9.0,59.97189044562113,93.68576359132636,93.00638947005778,5,66.92814121480279,3.97,3.73,3.78,76.1,1
Emeka Ogunleye,2020002382,Yoruba Education,200,56.225544773665696,4.0,74.65557209726515,50.65134460986768,,7,56.26946977854459,2.98,2.85,2.9,58.37,0
Aisha Nwosu,2021003154,Political Science,200,47.8576400718478,8.0,89.93603026576253,69.81836637690233,32.728556427612425,8,97.8952318134866,3.9,3.99,3.99,77.65,1
Chioma Abdullahi,2020006406,Guidance and Counselling,300,85.5798424653608,6.0,74.17458100103212,50.28838796946441,64.62201567821171,5,42.104911543685205,2.73,2.56,2.64,54.66,0
Emeka Ajayi,2020007015,Geography,400,90.94097609074845,5.0,54.33715443851323,68.79999100084996,38.675663810861444,6,52.37658973389609,2.66,2.53,2.54,53.31,0
Aisha Okeke,2019002076,Business Education,400,51.03422451969958,2.0,76.37707160563399,,46.69265106010198,6,50.57723296471997,2.89,3.0,2.79,59.55,0
Emeka Abdullahi,2024005574,Physics,100,78.4101953251191,7.0,77.0297932029847,72.72347721531258,82.29776108811878,6,68.031642336517,3.61,3.83,3.67,73.62,0
Chioma Abdullahi,2019004283,Economics,100,43.408582224787835,,97.24108737546375,73.64824587499221,39.1526269363423,9,64.94961798819035,3.62,3.59,3.5,67.99,1
Ade Balogun,2018005515,History,100,52.884914164111365,3.0,55.96386250791684,39.45558545522668,86.4860957047825,6,75.06183257969911,3.3,3.22,3.09,66.41,0
Chioma Adeyemi,2024009624,Early Childhood Education,300,44.01254225517227,2.0,59.755723725989185,78.54783287107037,95.58351016916676,6,96.50012394019456,4.15,4.41,4.2,85.38,1
Yusuf Ajayi,2021001689,Computer Science,100,53.42884982894989,10.0,86.84860728309414,77.23252494661563,72.45724702855613,5,49.965475984570716,3.29,3.25,3.16,67.29,0
Kemi Ajayi,2021009958,History,100,78.85787557770306,2.0,65.40336203199189,77.78116855518182,79.72514344159805,5,78.49400984784975,3.96,4.07,4.08,75.98,0
Ibrahim Olawale,2023005045,Economics,400,94.17124916204142,8.0,,35.18493869170944,79.95106269351922,5,31.752814210362853,2.7,2.43,2.63,52.04,0
Tunde Ogunleye,2020007948,Mathematics,400,48.16395651507209,9.0,62.179662511751445,61.27871896899069,99.49655700893115,7,48.36719309135371,3.28,3.4,3.25,63.94,1
Tunde Eze,2018004819,Chemistry,400,70.23513727179675,1.0,45.08465992688903,,53.9076783541136,7,62.460380959761494,2.79,2.73,2.73,56.51,0
Sola Olawale,2023003798,Economics,200,80.59042158082309,6.0,82.16426899467075,36.06980385502394,41.39995858698917,7,32.16963519367941,2.33,2.54,2.25,44.79,1
Ade Sanni,2019007934,Chemistry,300,96.93996045156177,6.0,39.180861842929694,45.56575495277675,66.34170644400251,9,73.23686223875472,2.88,3.06,2.92,59.51,0
Kemi Olawale,2021007188,Chemistry,300,74.65393138766629,4.0,43.900856447191565,60.86738422586257,67.32748668821958,7,77.48174258811957,3.23,3.12,3.21,65.41,0
Yusuf Sanni,2024002296,Economics,100,51.58195051677974,7.0,73.8777487948946,82.00344169006576,42.45387418073011,5,82.27122003866327,3.77,3.55,3.74,72.58,0
